,fap,ifar,stat,snr,timeslide_value,H1_snr,H1_start_time,H1_trigger_time,H1_template_duration,H1_trigger_id,L1_snr,L1_start_time,L1_trigger_time,L1_template_duration,L1_trigger_id,mass_1,mass_2,mass_total,mass_chirp,mass_ratio,spin1z,spin2z,f_lower,template_id,injection_mass_1,injection_mass_2,injection_geocent_time,injection_chi_1,injection_chi_2,injection_luminosity_distance,injection_theta_jn,injection_psi,injection_phase,injection_ra,injection_dec
213,2.4615503e-07,52297.207,15.962461,95.17421462784182,0.0,63.36659,1241802374.057129,1241802376.057129,0.22377725,13979395,71.01272,1241802374.0541992,1241802376.0541992,0.22377725,15769988,129.79343,7.167147,136.96057,22.58605068799467,0.055219647000000004,-0.26688746,-0.26688746,21.7,130503,132.8052978515625,60.82575988769531,1241802376.029709,0.09248332679271698,0.3993948996067047,506.5018005371094,0.2689307928085327,0.5150570273399353,2.2848479747772217,3.6509430408477774,-1.2108949422836304
219,2.4615503e-07,52297.207,15.4582,84.54057225652072,0.0,49.70626,1241803681.8735352,1241803683.8735352,0.30066723,16382367,68.38418,1241803681.8701172,1241803683.8701172,0.30066723,18479013,158.67737,6.5024543,165.17982,23.150692079107127,0.04097909,0.11272683,0.11272683,21.5,125597,99.2643585205078,137.71249389648438,1241803683.8780427,0.10959269851446153,0.36444810032844543,552.6417236328125,2.0620710849761963,1.0349869728088381,3.4818739891052246,0.7611520886421204,0.4665991961956024
222,2.4615503e-07,52297.207,13.003206,15.132794462433038,0.0,7.780760000000001,1241804486.5024414,1241804488.5024414,0.35547358,4283975,12.979262,1241804486.4960938,1241804488.4960938,0.35547358,4833677,53.28898,35.562003999999995,88.85098,37.74346147224276,0.66734254,0.9634783000000001,0.9634783000000001,26.6,24038,31.172149658203125,57.10322952270508,1241804488.492126,0.8452789783477783,0.9259626865386964,757.32080078125,2.037264108657837,0.3082435131072998,3.812587976455689,0.6631680727005005,-0.7536020278930664
224,0.0052359933,2.4521596000000003,8.840150999999999,10.783613136763067,0.0,6.481755000000001,1241804785.8286133,1241804787.8286133,0.36448709999999995,9590249,8.618188,1241804785.8330078,1241804787.8330078,0.36448709999999995,10815896,75.07983,8.510394999999999,83.590225,19.899982423513997,0.113351285,-0.8382409,-0.8382409,22.1,106194,36.9210205078125,69.50222015380861,1241804787.811685,0.7239308953285217,0.8813241124153137,2089.572998046875,2.3419439792633057,5.568696975708008,0.38796120882034296,4.155496120452882,-0.3486591875553131
226,2.4615503e-07,52297.207,15.223695999999999,33.417456379039386,0.0,20.23571,1241805268.1713867,1241805270.1713867,0.15340163,11304434,26.59403,1241805268.1674805,1241805270.1674805,0.15340163,12749828,74.59433,31.291078999999996,105.88541000000001,41.29605698982811,0.41948333,-0.32082778,-0.32082778,24.6,24539,59.74345016479492,44.79890060424805,1241805270.1831875,0.5081409215927124,0.3188506066799164,1052.4820556640623,2.5816190242767334,2.794924020767212,3.923687934875488,1.1968350410461426,0.5730093121528625
238,2.4615503e-07,52297.207,14.432633,32.315743814602826,0.0,21.27246,1241811767.076172,1241811769.076172,0.15186918,8729271,24.326729,1241811767.076172,1241811769.076172,0.15186918,9847694,96.17069000000001,14.063579999999998,110.23427,29.527035268304548,0.1462356,-0.64161783,-0.64161783,22.9,97393,91.8904037475586,55.37380981445313,1241811769.0516553,0.8540186285972595,0.2977266907691956,1010.9459838867188,0.7972416281700134,2.558929920196533,0.6145530939102173,4.540832996368408,-0.8644841909408569
255,0.00060560415,21.25039,9.084707,13.469248366434,0.0,9.259677,1241834574.4077148,1241834576.4077148,0.39616275,248760,9.781566,1241834574.4082034,1241834576.4082034,0.39616275,282153,172.35281,2.4735997000000003,174.82641999999998,13.468749195846035,0.014351953999999998,-0.04405216,-0.04405216,20.1,138412,137.16909790039062,48.296958923339844,1241834576.413592,0.931061625480652,0.5854952931404114,984.7733764648438,0.7752646207809448,5.566434860229492,1.9326579570770264,4.660335063934326,1.1491940021514893
265,2.4615503e-07,52297.207,17.031742,42.762815224621555,0.0,26.728984999999998,1241836878.9125974,1241836880.9125974,0.15186918,8729241,33.37993,1241836878.9145508,1241836880.9145508,0.15186918,9847608,96.17069000000001,14.063579999999998,110.23427,29.527035268304548,0.1462356,-0.64161783,-0.64161783,22.9,97393,57.48456954956055,86.4107437133789,1241836880.9217505,0.3499937057495117,0.5823463201522827,499.3481140136719,2.173125028610229,2.739474058151245,4.581592082977295,2.282212018966675,-0.01980482041835785
269,2.4615503e-07,52297.207,20.954933,54.91620743975633,0.0,31.746557,1241837474.2851562,1241837476.2851562,0.15055342,14147686,44.810109999999995,1241837474.2871096,1241837476.2871096,0.15055342,15959518,144.64798000000002,48.985844,193.63382,71.25798451791249,0.33865556,0.6899565,0.6899565,24.8,31906,43.09933853149414,147.78770446777344,1241837476.2529702,0.37986859679222107,0.6650527715682983,593.4498901367188,1.225527048110962,4.982929229736328,4.877669811248778,0.31316688656806946,-0.7339105010032654
273,1.5261498e-05,843.5033599999999,9.530814999999999,14.049225717957206,0.0,12.328237,1241838488.972168,1241838490.972168,0.16264963,5505721,6.7376046,1241838488.9804688,1241838490.9804688,0.16264963,6212042,63.205740000000006,45.725563,108.93130500000001,46.67870681556573,0.72344,-0.01178542,-0.01178542,25.2,24434,69.64943695068361,47.381141662597656,1241838490.9790704,0.7537078261375427,0.9748395085334778,1356.697998046875,0.9606328010559082,3.301032066345215,4.747183799743652,1.4894310235977173,0.7958468794822693
276,1.0,0.00037634626000000005,7.745526299999999,7.937233444510814,0.0,6.100569,1241838971.6293945,1241838973.6293945,0.25387323,15530719,5.0776699999999995,1241838971.6342773,1241838973.6342773,0.25387323,17519441,109.95105,37.285423,147.23648,54.20508049465646,0.3391093,0.99097186,0.99097186,26.8,24255,23.13014030456543,122.64910125732422,1241838973.628438,0.017216820269823074,0.98510479927063,3185.1650390625,1.9598180055618288,4.010499000549316,4.1397619247436515,2.17151403427124,0.09567618370056152
280,2.4615503e-07,52297.207,18.476091,46.3094441037433,0.0,11.110475,1241839576.5581055,1241839578.5581055,0.36184279999999996,4899195,44.95689,1241839576.5498047,1241839578.5498047,0.36184279999999996,5528392,37.657284000000004,36.740047,74.39733000000001,32.3803658313734,0.9756425,0.23964532,0.23964532,25.3,30638,25.05393028259277,59.26504135131836,1241839578.554625,0.650299608707428,0.5794398188591003,236.2407989501953,2.292543888092041,1.2414309978485107,2.466459989547729,4.160275936126709,-0.16311170160770416
282,4.9231e-07,26148.604,11.899393,26.03239705645367,0.0,20.332082999999997,1241840580.1137695,1241840582.1137695,0.15291359,10571735,16.257063,1241840580.109375,1241840582.109375,0.15291359,11925856,120.86778999999999,59.122604,179.99039,72.67559858001718,0.48915103,0.765737,0.765737,25.4,24397,124.09300231933594,39.92316818237305,1241840582.0997858,0.5485159754753113,0.12493280321359634,209.1750030517578,1.5657080411911009,4.648292064666748,5.004741191864014,4.989905834197998,0.5868912935256958
284,2.4615503e-07,52297.207,14.843599,44.866631576765656,0.0,31.298931,1241840977.6572266,1241840979.6572266,0.15340163,11304291,32.146408,1241840977.666504,1241840979.666504,0.15340163,12749727,74.59433,31.291078999999996,105.88541000000001,41.29605698982811,0.41948333,-0.32082778,-0.32082778,24.6,24539,65.90164184570311,56.52856063842773,1241840979.6540716,0.8481401205062866,0.3137265145778656,170.95089721679688,2.0799660682678223,4.953052997589111,2.0813570022583012,1.5307270288467407,0.162186399102211
287,2.4615503e-07,52297.207,26.054276,42.19462085302403,0.0,29.816349,1241842082.565918,1241842084.565918,0.42796707,6957888,29.855843,1241842082.5683596,1241842084.5683596,0.42796707,7848897,33.278625,27.337803000000005,60.61643,26.23247841360519,0.82148236,-0.41082543,-0.41082543,24.6,28148,26.279130935668945,41.87572860717773,1241842084.5798259,0.010794349946081638,0.17366769909858704,483.2507019042969,2.415853977203369,2.4522550106048584,4.927309989929199,2.746062994003296,0.32531771063804626
288,2.4615503e-07,52297.207,29.893403999999997,143.87517974399105,0.0,71.27266999999999,1241842473.862793,1241842475.862793,0.21547322,16139640,124.981094,1241842473.8564453,1241842475.8564453,0.21547322,18204720,65.44114,44.5822,110.02333999999999,46.8500910482796,0.6812564999999999,0.47684535,0.47684535,25.6,24328,38.56734085083008,74.86900329589844,1241842475.8657658,0.8999888896942139,0.2806723117828369,190.08290100097656,0.9015566110610962,2.590583086013794,1.9712129831314087,4.013071060180663,0.2664709985256195
296,0.8627014999999999,0.0064832983,8.126114,8.721102186449835,0.0,6.4104779999999995,1241845580.8725586,1241845582.8725586,0.33642623,6398922,5.9129853,1241845580.866211,1241845582.866211,0.33642623,7218481,54.429961999999996,18.1828,72.61276,26.613174944238285,0.33405867,-0.6175555,-0.6175555,23.7,27559,25.49739074707031,58.17675018310547,1241845582.8578749,0.970421016216278,0.13311460614204407,2148.7890625,0.5846474170684814,3.8179090023040767,4.6182122230529785,5.57112979888916,-0.27138981223106384
304,2.4615503e-07,52297.207,13.764166000000001,50.054610455651456,0.0,28.253056,1241848386.6396484,1241848388.6396484,0.22377725,13979451,41.318626,1241848386.6376953,1241848388.6376953,0.22377725,15770018,129.79343,7.167147,136.96057,22.58605068799467,0.055219647000000004,-0.26688746,-0.26688746,21.7,130503,51.47856140136719,125.25160217285156,1241848388.6507118,0.477354109287262,0.5212386250495911,638.8673095703125,2.3607749938964844,1.928712010383606,1.3995100259780884,3.9858899116516113,0.5513647198677063
307,2.4615503e-07,52297.207,17.755665,27.639456204291086,0.0,15.686004999999998,1241848987.053711,1241848989.053711,0.23890299,846967,22.757170000000002,1241848987.053711,1241848989.053711,0.23890299,956099,51.801888,50.247093,102.04898,44.4132119282822,0.9699858,0.5159015,0.5159015,25.8,32212,38.3809700012207,55.05997848510742,1241848989.0281045,0.4118305146694183,0.8727056980133057,681.7205200195312,1.5609400272369385,0.19276690483093264,4.237171173095703,0.4625078141689301,-0.3000735938549042
313,0.29726636,0.036491066,8.341510000000001,9.284278195932023,0.0,6.4664574,1241851380.3388672,1241851382.3388672,0.39616275,248761,6.662038000000001,1241851380.3398438,1241851382.3398438,0.39616275,282172,172.35281,2.4735997000000003,174.82641999999998,13.468749195846035,0.014351953999999998,-0.04405216,-0.04405216,20.1,138412,129.52520751953122,122.49810028076172,1241851382.3537402,0.12819670140743256,0.7538077831268309,5985.7978515625,1.861873984336853,4.0055131912231445,5.471847057342528,3.6780970096588135,0.7178422808647156
314,2.4615503e-07,52297.207,15.656203,68.76276977119473,0.0,29.629301,1241851484.2763672,1241851486.2763672,0.23634120000000003,6360568,62.051777,1241851484.2856445,1241851486.2856445,0.23634120000000003,7175496,130.11755,15.559311,145.67686,35.57276572352304,0.119578876,0.23161554,0.23161554,23.1,60806,146.3408966064453,30.59126091003418,1241851486.2635336,0.3850376904010773,0.044912490993738174,238.02220153808597,0.9330086708068848,1.4263160228729248,4.5576138496398935,1.5266890525817869,0.24862439930438995
316,0.93022627,0.0048350175,8.089094000000001,9.565910041035151,0.0,5.284546400000001,1241851971.994629,1241851973.994629,0.16264963,5505787,7.9737196,1241851972.0019534,1241851974.0019534,0.16264963,6212113,63.205740000000006,45.725563,108.93130500000001,46.67870681556573,0.72344,-0.01178542,-0.01178542,25.2,24434,54.16355895996094,96.23837280273438,1241851973.9776149,0.6020681858062744,0.7655208110809326,2864.089111328125,2.30810809135437,2.1928980350494385,0.9090381860733032,1.6196349859237669,0.0828656330704689
317,1.0,0.0002216929,7.66758,7.388938140226594,0.0,5.2454295,1241852377.0317385,1241852379.0317385,0.19314192,15097200,5.204025,1241852377.036621,1241852379.036621,0.19314192,17030463,119.83357,3.0768106,122.910385,13.246155442687686,0.025675697,-0.8113089,-0.8113089,20.8,141592,131.65679931640622,8.075595855712889,1241852379.010711,0.4477866888046265,0.011480489745736122,927.7039794921876,2.304482936859131,0.15335260331630707,5.640271186828612,1.1756490468978882,-0.35876259207725525
330,2.4615503e-07,52297.207,14.750354000000002,20.67251847388276,0.0,11.66766,1241855586.0493164,1241855588.0493164,0.208554,6311098,17.065132000000002,1241855586.0454102,1241855588.0454102,0.208554,7119834,72.97458,60.498180000000005,133.47276000000002,57.79227863595644,0.8290309000000001,0.94232655,0.94232655,26.5,31128,34.975589752197266,83.8441390991211,1241855588.0443413,0.20268799364566806,0.7226641774177551,1084.2679443359377,1.0353159904479978,6.025391101837157,2.5818030834198,4.230494022369385,-0.1949746012687683
331,2.4615503e-07,52297.207,10.491299,17.088302175586023,0.0,12.220837,1241855676.5200195,1241855678.5200195,0.15180303,14785270,11.944087,1241855676.5283206,1241855678.5283206,0.15180303,16677725,102.97341999999999,35.179363,138.15278999999998,50.97250035335218,0.34163538,0.20143563,0.20143563,24.6,24567,73.6109619140625,81.19496154785156,1241855678.5200734,0.9774625897407532,0.7990037798881531,2372.554931640625,2.9141550064086914,4.3189969062805185,2.5952129364013667,2.542443990707397,1.0811760425567627
333,0.0018353688,7.007531599999999,8.956612,10.77362933079271,0.0,6.034746,1241856574.3134766,1241856576.3134766,0.23680045,13972174,8.924849,1241856574.3164062,1241856576.3164062,0.23680045,15761314,79.71831999999999,30.002990000000004,109.72131,41.60786394668561,0.37636253,0.33166462,0.33166462,24.9,24436,16.489509582519528,86.60780334472656,1241856576.286716,0.08294147253036499,0.1299085021018982,1822.748046875,2.3454821109771733,2.533992052078247,3.3919830322265625,1.4182260036468506,-0.3990764915943146
334,1.0,0.0003995864,7.753788,7.611504313860558,0.0,5.1934333,1241856884.8569336,1241856886.8569336,0.31581909999999996,14800890,5.564463,1241856884.8603516,1241856886.8603516,0.31581909999999996,16695066,52.07345,32.15652,84.229965,35.41913138389887,0.6175224,0.32034948,0.32034948,25.3,29214,45.37271118164063,48.16852188110352,1241856886.8563898,0.6750360727310181,0.4954564869403839,3402.7919921875,0.3828437030315399,4.226076126098634,0.8089420199394226,3.332308053970337,-0.3592827022075653
351,2.4615503e-07,52297.207,12.085287,22.318313889783433,0.0,12.870638,1241862680.3847654,1241862682.3847654,0.19881567,16271915,18.233316000000002,1241862680.3813474,1241862682.3813474,0.19881567,18354720,81.17124,29.746313,110.91756000000001,41.7542938592631,0.3664637,0.08795148,0.08795148,24.6,24566,78.0091323852539,25.91473960876465,1241862682.3614516,0.01500619016587734,0.44399741291999817,198.9134979248047,1.705494046211243,0.01861356943845749,3.2608180046081543,0.9632744193077089,-0.27235060930252075
357,2.4615503e-07,52297.207,16.690379999999998,52.828707426989915,0.0,19.88652,1241863575.300293,1241863577.300293,0.36448709999999995,9590125,48.942809999999994,1241863575.2924805,1241863577.2924805,0.36448709999999995,10815835,75.07983,8.510394999999999,83.590225,19.899982423513997,0.113351285,-0.8382409,-0.8382409,22.1,106194,78.4127426147461,13.261679649353027,1241863577.3046393,0.6949872970581055,0.5442063212394714,76.165283203125,1.9698419570922847,5.398125171661377,3.8576910495758057,5.691600799560548,-0.041310440748929984
361,0.32807752,0.03237632,8.326998,10.492091932077463,0.0,5.669926,1241864778.2617188,1241864780.2617188,0.17039628,16223420,8.828133,1241864778.2529294,1241864780.2529294,0.17039628,18299372,89.01921,30.259232,119.27843999999999,43.9432920144311,0.339918,0.018618103,0.018618103,24.4,27385,50.07342910766602,89.12419128417969,1241864780.2500575,0.15883199870586395,0.2968072891235352,1357.2469482421875,1.7488499879837036,5.971768856048584,5.328271865844727,5.274991035461426,-0.5494977831840515
384,1.0,7.560132e-06,7.0506845,7.310089726912113,0.0,5.0919550000000005,1241871278.5131836,1241871280.5131836,0.3566269,11726891,5.244941000000001,1241871278.5234375,1241871280.5234375,0.3566269,13226577,161.10815,20.905110999999998,182.01326,46.174414333699204,0.12975824,0.99605167,0.99605167,26.0,415694,7.140137195587157,6.487205982208253,1241871281.4978814,0.2920460999011993,0.21989940106868744,463.572509765625,1.3533309698104858,2.6168301105499268,2.981436014175415,2.4732179641723637,-0.5435208082199097
389,0.0002616286,49.19775,12.656713,18.58859259478931,0.0,4.6642,1241873574.8051758,1241873576.8051758,0.40875286,9929706,17.993916,1241873574.8149414,1241873576.8149414,0.40875286,11198761,66.14505,24.253338,90.39839,34.03526861692431,0.36666897,0.8152355,0.8152355,25.8,24040,53.20981979370117,24.26482963562012,1241873576.7973626,0.6968575119972229,0.7192708849906921,850.9586791992188,2.856345891952514,1.2790689468383791,1.7974549531936646,3.510653018951416,0.11341699957847595
395,7.384649e-07,17432.402,9.923819,11.845883201995239,0.0,7.921923599999999,1241936281.9833984,1241936283.9833984,0.41262874,7537518,8.807274000000001,1241936281.9882812,1241936283.9882812,0.41262874,8503685,110.97963999999999,11.77007,122.74971000000001,28.30149103262813,0.106056124,0.32708123,0.32708123,23.2,48791,10.27021026611328,115.56300354003906,1241936283.9890056,0.4350430965423584,0.39626970887184143,651.3704223632812,0.3263087868690491,1.7856240272521973,5.2675819396972665,0.3292657136917114,1.2472820281982422
396,2.4615503e-07,52297.207,12.515456,17.112477572188663,0.0,9.851272,1241936574.0273438,1241936576.0273438,0.23892772,915737,13.992474,1241936574.025879,1241936576.025879,0.23892772,1034104,64.040276,48.896194,112.93647,48.62617505808663,0.76352257,0.8062251,0.8062251,26.2,33199,30.1754207611084,66.6561279296875,1241936576.0050106,0.13600149750709534,0.5581576824188232,707.913330078125,1.7907179594039917,1.9222209453582764,3.855211019515991,0.06905896961688995,0.1790573000907898
399,0.9140514000000001,0.0052457987,8.099325,7.922707426315372,0.0,5.0612307,1241940768.690918,1241940770.690918,0.15036374,12912381,6.0953455000000005,1241940768.696289,1241940770.696289,0.15036374,14565045,80.82259,69.00973,149.83231999999998,64.97477075743953,0.853842,0.58163035,0.58163035,25.7,24392,90.20964050292969,35.33995056152344,1241940770.6621716,0.1893385946750641,0.5894985795021057,3733.154052734375,1.9054960012435915,6.216815948486327,5.219451904296875,1.874006986618042,-0.6026039123535156
411,0.8744654000000001,0.006203443,8.120222,8.617432696711031,0.0,5.757500599999999,1241944083.6884766,1241944085.6884766,0.24933946,11039928,6.411812,1241944083.6884766,1241944085.6884766,0.24933946,12450608,88.011894,10.579202,98.591095,24.133983996571136,0.12020195,-0.62715274,-0.62715274,22.4,97394,99.01708984375,11.59885025024414,1241944085.661664,0.5722941756248474,0.8523312211036682,1503.7430419921875,0.46296080946922297,4.847630977630615,4.232123851776123,1.3269610404968262,-0.35254821181297297
416,2.4615503e-07,52297.207,15.235157999999998,73.18614803374878,0.0,40.85563,1241946090.3774414,1241946092.3774414,0.15186918,8729258,60.72091700000001,1241946090.3769534,1241946092.3769534,0.15186918,9847716,96.17069000000001,14.063579999999998,110.23427,29.527035268304548,0.1462356,-0.64161783,-0.64161783,22.9,97393,59.00529098510742,95.8485870361328,1241946092.3805466,0.016770869493484497,0.07842420041561128,350.71051025390625,2.733484029769897,3.1597390174865723,1.1624330282211304,3.991740942001343,-0.3165880143642425
419,2.4615503e-07,52297.207,12.324989,17.977181132630918,0.0,8.33383,1241947288.1645508,1241947290.1645508,0.20230278,8907485,15.928789000000002,1241947288.1582034,1241947290.1582034,0.20230278,10048448,101.29101,54.736293999999994,156.0273,64.2196077967335,0.5403865,0.9832923000000001,0.9832923000000001,26.5,33591,110.21520233154295,44.578800201416016,1241947290.1449301,0.9696589708328248,0.6594927906990051,675.70849609375,1.7690140008926392,0.07458162307739258,5.9934139251708975,0.061488889157772064,0.07085958868265152
440,2.4615503e-07,52297.207,25.83407,73.72059171812035,0.0,45.571793,1241954587.7548828,1241954589.7548828,0.27579015,15864403,57.947712,1241954587.7612305,1241954589.7612305,0.27579015,17894321,57.337219999999995,44.99519,102.33241,44.15287507485957,0.78474665,0.8500766,0.8500766,26.3,24211,35.20186996459961,55.2053108215332,1241954589.741475,0.2796370089054108,0.7154089212417603,203.8784027099609,2.111002922058105,2.031574010848999,5.63828706741333,3.652765989303589,-0.38603338599205017
456,2.4615503e-07,52297.207,16.827034,25.807372312222608,0.0,18.932585,1242072184.6176758,1242072186.6176758,0.21547322,16139596,17.537893,1242072184.6137695,1242072186.6137695,0.21547322,18204416,65.44114,44.5822,110.02333999999999,46.8500910482796,0.6812564999999999,0.47684535,0.47684535,25.6,24328,50.04985809326172,56.32246017456055,1242072186.5892296,0.4144535958766937,0.4944992959499359,739.6986083984375,1.919623017311096,1.4402689933776855,0.4732626080513001,3.776765108108521,-0.7281591892242432
462,2.4615503e-07,52297.207,13.626195000000001,29.29852942066091,0.0,12.085192999999999,1242073285.5615234,1242073287.5615234,0.17039628,16223499,26.689921999999996,1242073285.5664062,1242073287.5664062,0.17039628,18299563,89.01921,30.259232,119.27843999999999,43.9432920144311,0.339918,0.018618103,0.018618103,24.4,27385,88.18341827392578,62.31570816040039,1242073287.5451665,0.459496408700943,0.2412939965724945,671.0225830078125,2.13513708114624,1.67596697807312,0.5077329874038696,4.313048839569092,0.4404151141643524
467,2.4615503e-07,52297.207,15.614479999999999,19.316508061888953,0.0,9.695461,1242074682.1259766,1242074684.1259766,0.40574056,7294273,16.70705,1242074682.1176758,1242074684.1176758,0.40574056,8229106,56.573097,26.884268,83.45737,33.49438188042749,0.47521293,0.7477121,0.7477121,25.8,24039,33.98263168334961,56.48474884033203,1242074684.11868,0.6659324765205383,0.9628459811210632,1022.9559936523438,0.3668217957019806,3.0233750343322754,5.848743915557861,2.8586270809173584,0.032243240624666214
471,2.4615503e-07,52297.207,14.048226000000001,35.57958167637344,0.0,28.242752000000003,1242076476.8554688,1242076478.8554688,0.15340163,11304297,21.639167999999998,1242076476.8623047,1242076478.8623047,0.15340163,12749873,74.59433,31.291078999999996,105.88541000000001,41.29605698982811,0.41948333,-0.32082778,-0.32082778,24.6,24539,51.67580032348633,65.4302978515625,1242076478.86654,0.465265691280365,0.556350827217102,507.94281005859375,2.136698007583618,3.996011972427368,5.1837029457092285,0.4778608977794647,0.7342154979705809
