,fap,ifar,stat,snr,timeslide_value,H1_snr,H1_start_time,H1_trigger_time,H1_template_duration,H1_trigger_id,L1_snr,L1_start_time,L1_trigger_time,L1_template_duration,L1_trigger_id,mass_1,mass_2,mass_total,mass_chirp,mass_ratio,spin1z,spin2z,f_lower,template_id,injection_mass_1,injection_mass_2,injection_geocent_time,injection_chi_1,injection_chi_2,injection_luminosity_distance,injection_theta_jn,injection_psi,injection_phase,injection_ra,injection_dec
953,2.4615503e-07,52297.207,19.600725,43.65364844441285,0.0,25.88289,1242370382.7993164,1242370384.7993164,0.30038202,5571120,35.152767,1242370382.800293,1242370384.800293,0.30038202,6285777,43.855595,22.53775,66.39334000000001,27.073002896471248,0.5139082,-0.90763927,-0.90763927,24.0,27072,47.69747924804688,20.532840728759766,1242370384.8000102,0.9872462153434752,0.2301100939512253,169.1403045654297,0.6132336854934692,2.632318019866944,5.925640106201173,3.2085978984832764,-0.5607947111129761
954,2.4615503e-07,52297.207,10.21508,15.386552731248706,0.0,8.785564,1242370479.734375,1242370481.734375,0.15036374,12912442,12.631701,1242370479.7353516,1242370481.7353516,0.15036374,14564911,80.82259,69.00973,149.83231999999998,64.97477075743953,0.853842,0.58163035,0.58163035,25.7,24392,103.77539825439452,21.052749633789066,1242370481.7204974,0.011888139881193638,0.7318320274353027,762.4456787109375,2.727147102355957,0.01978006027638912,1.6950420141220093,3.1939361095428467,-0.4619696140289306
965,1.0,0.0006536305,7.8237,8.255939734723176,0.0,6.1453543,1242374283.6220706,1242374285.6220706,0.22623391,1541906,5.5131807,1242374283.6298828,1242374285.6298828,0.22623391,1738494,116.51465,38.86618,155.38083,56.92354624788479,0.33357334,0.9129966999999999,0.9129966999999999,26.0,32107,86.82575225830078,23.72068023681641,1242374285.622216,0.6194930076599121,0.7467368841171265,1019.2789916992188,1.275534987449646,2.2117879390716557,2.6645469665527344,2.780888080596924,0.8565629720687866
966,1.0,0.00014454714,7.602861,7.79970638831897,0.0,5.8625426,1242375177.2270508,1242375179.2270508,0.43187302,10748762,5.144513,1242375177.2226562,1242375179.2226562,0.43187302,12125224,46.948383,31.170379999999998,78.11876,33.16397420824667,0.6639286999999999,0.99337685,0.99337685,26.6,28704,67.61598205566406,21.83431053161621,1242375179.2052627,0.8968642950057983,0.9327976107597352,2310.740966796875,1.2207969427108765,5.8478851318359375,1.7907350063323977,0.4644969999790192,-0.01770666055381298
981,2.4615503e-07,52297.207,19.517603,24.769219148231866,0.0,18.9755,1242379470.2729492,1242379472.2729492,0.41572914,8571113,15.919944000000001,1242379470.267578,1242379472.267578,0.41572914,9669438,70.84538,23.678232,94.52360999999999,34.64881857048632,0.33422408,0.94976026,0.94976026,26.4,23963,24.065059661865234,77.12403869628906,1242379472.2436767,0.7904155254364014,0.9668511748313904,1566.9320068359375,2.708254098892212,0.8173000812530518,4.673893928527832,0.8882880210876465,-0.8044403195381165
984,0.0006031441,21.33709,9.085432,11.439059803432668,0.0,8.035522,1242380069.544922,1242380071.544922,0.2524594,4228722,8.141405,1242380069.5517578,1242380071.5517578,0.2524594,4771704,52.60658299999999,31.155615,83.7622,35.005496170484946,0.59223795,-0.17571900000000001,-0.17571900000000001,24.8,24471,54.42850112915039,28.15049934387207,1242380071.547522,0.05040296167135239,0.9752668142318726,1193.0679931640625,0.7254421710968018,2.7252349853515625,1.0423380136489868,1.9665360450744631,1.0887570381164549
985,4.9231e-07,26148.604,11.9943905,17.167716502379438,0.0,6.160002700000001,1242380676.777832,1242380678.777832,0.37921533,8015648,16.024507999999997,1242380676.7714846,1242380678.7714846,0.37921533,9042923,110.81696000000001,14.803735000000001,125.6207,32.29789987298241,0.13358726,0.47160497,0.47160497,23.7,422141,143.63119506835938,17.919580459594727,1242380678.7841606,0.7312366962432861,0.10982830077409744,1391.0419921875,0.29809999465942383,4.312561988830566,1.6677169799804688,5.8031768798828125,0.3006232976913452
988,2.4615503e-07,52297.207,13.608432999999998,33.896439896459235,0.0,25.249447,1242381278.6035154,1242381280.6035154,0.15340163,11304405,22.614908,1242381278.5942385,1242381280.5942385,0.15340163,12749942,74.59433,31.291078999999996,105.88541000000001,41.29605698982811,0.41948333,-0.32082778,-0.32082778,24.6,24539,51.441810607910156,62.62615966796875,1242381280.5882387,0.9224501252174376,0.3835156857967377,367.2593078613281,0.8859909176826477,4.497773170471191,6.090138912200928,6.130414009094237,-0.6988949179649353
995,2.4615503e-07,52297.207,11.313941,13.786282362994202,0.0,8.755578,1242383381.2124026,1242383383.2124026,0.40273935,10838235,10.649011,1242383381.213379,1242383383.213379,0.40273935,12225176,84.2651,22.44313,106.70823,36.34118781758456,0.26633957,0.99342054,0.99342054,26.8,39057,17.314800262451172,95.9971923828125,1242383383.2052238,0.15289899706840515,0.9902889132499696,690.4929809570312,1.9401090145111084,1.5374130010604858,2.8832969665527344,4.337132930755615,-0.3638879060745239
997,0.019678843999999997,0.64770764,8.684277999999999,12.208595590780291,0.0,5.375588,1242385071.6601562,1242385073.6601562,0.23680045,13972149,10.961426,1242385071.6503904,1242385073.6503904,0.23680045,15761244,79.71831999999999,30.002990000000004,109.72131,41.60786394668561,0.37636253,0.33166462,0.33166462,24.9,24436,59.180908203125,59.07194137573242,1242385073.6485698,0.004223383031785488,0.7026897072792053,1002.0260009765624,0.8565469980239868,5.55269718170166,1.7511589527130127,0.029514160007238388,-0.3528467118740082
1000,0.96905667,0.0037038864,8.054677,8.243796200719007,0.0,5.7542596,1242387575.4326172,1242387577.4326172,0.28392294,5705959,5.9032764,1242387575.428711,1242387577.428711,0.28392294,6438811,122.10904,29.229992,151.33903999999998,49.60845662720057,0.23937616,0.9519550999999999,0.9519550999999999,26.1,40998,17.85508918762207,125.9395980834961,1242387577.4150686,0.09736602753400804,0.9484682083129884,2176.39501953125,0.6358634233474731,5.284197807312012,1.1840349435806274,5.2123990058898935,-1.2252459526062012
1003,2.4615503e-07,52297.207,16.654774,36.45450511682457,0.0,25.221933,1242388190.0791016,1242388192.0791016,0.18616992,8852346,26.320809999999998,1242388190.076172,1242388192.076172,0.18616992,9985959,68.746605,43.74673,112.49333,47.499906677355966,0.63634753,0.25453323,0.25453323,25.3,24393,53.8402214050293,58.04148864746094,1242388192.0558295,0.774066686630249,0.23391400277614596,780.526611328125,0.5921074748039246,1.1401900053024292,5.071845054626465,3.6786859035491934,-1.408627986907959
1004,0.0020336316,6.323725700000001,8.944117,10.33201512795887,0.0,7.513877000000001,1242388890.194336,1242388892.194336,0.23680045,13972193,7.091698599999999,1242388890.1865234,1242388892.1865234,0.23680045,15761232,79.71831999999999,30.002990000000004,109.72131,41.60786394668561,0.37636253,0.33166462,0.33166462,24.9,24436,71.92233276367188,13.044899940490724,1242388892.17586,0.1901441067457199,0.09386517852544783,710.2891845703125,0.5188199877738953,1.4068690538406372,5.85409688949585,1.06114399433136,-0.12363419681787492
1008,1.0,0.00068265677,7.830050999999999,6.818901283816111,0.0,4.617915,1242401676.567871,1242401678.567871,0.15055342,14147661,5.0171980000000005,1242401676.5722654,1242401678.5722654,0.15055342,15959524,144.64798000000002,48.985844,193.63382,71.25798451791249,0.33865556,0.6899565,0.6899565,24.8,31906,115.42449951171876,30.50901985168457,1242401678.5564938,0.14187580347061154,0.4334574043750763,1575.239013671875,2.275089979171753,1.7139379978179932,5.043440818786621,2.60233211517334,1.286605954170227
1011,0.0015864404,8.108094,8.974176,9.337942404265153,0.0,5.263106,1242402486.6157227,1242402488.6157227,0.41541722,1109129,7.7134222999999995,1242402486.6152346,1242402488.6152346,0.41541722,1251071,42.666270000000004,33.319523,75.985794,32.77355832996226,0.78093356,0.7463291999999999,0.7463291999999999,26.0,31522,30.1524600982666,42.30113983154297,1242402488.627746,0.19317269325256348,0.9849727153778076,2192.552978515625,1.2521849870681765,0.8215507268905641,3.669127941131592,0.3791776895523071,0.7504295706748962
1021,2.4615503e-07,52297.207,13.151366000000001,98.39414017804356,0.0,43.760128,1242406369.7421875,1242406371.7421875,0.15186918,8729184,88.12751,1242406369.734375,1242406371.734375,0.15186918,9847411,96.17069000000001,14.063579999999998,110.23427,29.527035268304548,0.1462356,-0.64161783,-0.64161783,22.9,97393,113.99620056152344,20.588769912719727,1242406371.7413929,0.7019314169883728,0.028574349358677864,111.23560333251952,2.487056016921997,0.4779317080974579,1.365442991256714,1.0749889612197876,-0.2208418995141983
1024,2.4615503e-07,52297.207,16.634563,49.36879665455017,0.0,26.076618,1242406874.2285154,1242406876.2285154,0.15340163,11304334,41.92002,1242406874.234375,1242406876.234375,0.15340163,12749620,74.59433,31.291078999999996,105.88541000000001,41.29605698982811,0.41948333,-0.32082778,-0.32082778,24.6,24539,82.76183319091797,26.88516998291016,1242406876.2161894,0.5190117955207825,0.7072361707687378,219.93980407714844,2.1241810321807857,5.503173828125,1.449012041091919,5.011100769042969,-0.4104458093643189
1029,6.6461644000000005e-06,1936.9336,9.616399000000001,13.19216695224526,0.0,8.363254,1242409669.6210938,1242409671.6210938,0.20696762,3319922,10.202414,1242409669.6206055,1242409671.6206055,0.20696762,3745077,58.757194999999996,27.544195000000002,86.30139,34.53433719964086,0.46877995,-0.50800395,-0.50800395,24.4,24509,54.53213882446289,34.77048873901367,1242409671.6178176,0.11845439672470093,0.7795208096504211,693.8419799804688,0.4181691110134125,2.5144290924072266,4.492393970489502,3.0049920082092285,0.725050687789917
1038,2.4615503e-07,52297.207,12.867136,98.71617628262604,0.0,64.69073,1242413273.1455078,1242413275.1455078,0.22377725,13979432,74.56536,1242413273.144043,1242413275.144043,0.22377725,15769929,129.79343,7.167147,136.96057,22.58605068799467,0.055219647000000004,-0.26688746,-0.26688746,21.7,130503,110.1073989868164,60.00395965576172,1242413275.1214602,0.8468605279922485,0.7565184235572815,214.2628936767578,1.1274479627609253,3.2538421154022217,5.518415927886963,3.965166091918945,-0.9499353766441344
1042,2.4615503e-07,52297.207,30.119566,38.338136921167,0.0,24.157528,1242415175.229004,1242415177.229004,0.41731435,1758713,29.769558,1242415175.229004,1242415177.229004,0.41731435,1982640,59.052654000000004,26.981558000000003,86.03421,34.233368040727704,0.45690677,0.9530516,0.9530516,26.4,23959,57.25180053710938,25.954280853271484,1242415177.2337554,0.9130735993385316,0.7779784202575684,792.1533203125,0.4866217970848084,0.3872494995594025,4.068106174468993,2.2818679809570312,1.1162619590759275
1044,2.4615503e-07,52297.207,14.023025,20.17918175765224,0.0,14.353010999999999,1242415782.2480466,1242415784.2480466,0.20959024,10098666,14.184161999999999,1242415782.253418,1242415784.253418,0.20959024,11388868,111.80252,39.051790000000004,150.85431,56.020111547747014,0.34929255,0.79837006,0.79837006,25.5,32163,33.99274063110352,95.80770874023438,1242415784.2533493,0.3345297873020172,0.5270655751228333,1491.4439697265625,0.7398102879524231,3.3588531017303467,2.0814859867095947,0.2895931005477905,0.9541612863540648
1045,2.4615503e-07,52297.207,24.470474,59.68218108306892,0.0,38.69453,1242416079.8891602,1242416081.8891602,0.27694157,14807349,45.438927,1242416079.8842773,1242416081.8842773,0.27694157,16702770,51.830166,44.770115000000004,96.60028,41.91281272204329,0.8637849,0.6642515,0.6642515,26.0,32869,52.82553100585938,34.663818359375,1242416081.8764098,0.577528715133667,0.2421544045209885,376.8346862792969,2.7107670307159424,3.449542999267578,0.07158342748880386,3.137455940246582,0.3048604130744934
1047,0.99991524,0.00137305,7.923771,7.641386604615045,0.0,5.72662,1242417972.9638672,1242417974.9638672,0.16264963,5505696,5.0593095,1242417972.9638672,1242417974.9638672,0.16264963,6212304,63.205740000000006,45.725563,108.93130500000001,46.67870681556573,0.72344,-0.01178542,-0.01178542,25.2,24434,57.59757995605469,53.99488830566406,1242417974.9669008,0.8844326734542847,0.6181498765945435,4083.528076171875,0.4689167141914368,4.378561019897462,2.8124380111694336,3.0181400775909424,0.9596399068832396
1063,2.4615503e-07,52297.207,10.086924,13.803428636276749,0.0,8.786671,1242424471.5996096,1242424473.5996096,0.17076208,5709636,10.645612,1242424471.6015625,1242424473.6015625,0.17076208,6442897,177.81561000000002,26.970133,204.78575,55.750894639898206,0.15167472,0.54772174,0.54772174,23.5,90175,141.0740966796875,113.00129699707031,1242424473.5879545,0.9434434175491332,0.217327892780304,1782.1610107421875,0.9613776206970216,1.683076024055481,5.222014904022217,0.9978203177452089,-0.4476225078105927
1067,2.4615503e-07,52297.207,20.590714000000002,82.80562187167563,0.0,55.51416999999999,1242426574.663086,1242426576.663086,0.15340163,11304457,61.440605000000005,1242426574.6660154,1242426576.6660154,0.15340163,12749792,74.59433,31.291078999999996,105.88541000000001,41.29605698982811,0.41948333,-0.32082778,-0.32082778,24.6,24539,64.855712890625,54.38488006591797,1242426576.6772516,0.2541978061199188,0.6187518239021301,285.77191162109375,1.834864974021912,3.757817029953003,1.0237870216369631,1.5757770538330078,0.8872873783111572
1078,6.1538576e-06,2091.8882,9.648266,11.214675038409124,0.0,7.994527000000001,1242431376.1972654,1242431378.1972654,0.2289731,10910333,7.8648887,1242431376.1948242,1242431378.1948242,0.2289731,12305287,146.28918000000002,29.413234999999997,175.70242,53.863857970271255,0.20106226,0.78333944,0.78333944,24.7,51287,130.56649780273438,20.014129638671875,1242431378.160444,0.5248898267745972,0.2685563862323761,1660.6590576171875,1.0168390274047852,3.1526529788970947,5.034879207611084,5.337841033935547,-0.9296295046806335
1081,0.9573601999999999,0.0040803025,8.0671625,8.82944463839395,0.0,5.1994677000000005,1242432290.8305664,1242432292.8305664,0.28130233,5117108,7.136149400000001,1242432290.834961,1242432292.834961,0.28130233,5773765,102.40052,12.840727000000001,115.24125,28.774876793455963,0.12539709,-0.07810801,-0.07810801,22.9,74418,43.82405090332031,88.85832977294922,1242432292.8382034,0.3210327923297882,0.24694380164146426,2631.2548828125,2.5268800258636475,1.7420159578323364,1.5059490203857422,1.6124780178070068,0.057486478239297874
1084,2.4615503e-07,52297.207,24.107267,182.20553501209923,0.0,110.537346,1242434984.8544922,1242434986.8544922,0.41367126,10127431,144.84596000000002,1242434984.852539,1242434986.852539,0.41367126,11421829,38.429115,27.877979999999997,66.3071,28.421108114202642,0.7254390000000001,-0.06924021,-0.06924021,24.8,24257,52.56486892700195,25.526390075683594,1242434986.867545,0.2683447003364563,0.12008319795131685,106.33550262451172,2.1650938987731934,4.916070938110352,1.961709976196289,3.0591840744018555,0.7638888955116272
1087,5.9077042e-06,2179.0503,9.638539999999999,11.320296610492061,0.0,8.43034,1242435968.9936526,1242435970.9936526,0.17224078,10182020,7.5550303,1242435968.989746,1242435970.989746,0.17224078,11483627,131.07873999999998,55.89120500000001,186.96993999999998,73.21011192232143,0.42639413,0.8938148000000001,0.8938148000000001,25.7,24362,139.51609802246094,38.185150146484375,1242435970.98165,0.6097838878631592,0.8980404138565063,1942.708984375,1.4037270545959473,5.425261974334717,1.5778470039367676,3.833790063858032,0.6830288171768188
1091,0.99319327,0.0025798832,8.007946,9.870102266758542,0.0,5.6978397,1242437287.397461,1242437289.397461,0.22498854,13406568,8.059376,1242437287.3867188,1242437289.3867188,0.22498854,15122584,46.476807,34.236717,80.71352399999999,34.645575207086395,0.73664093,-0.46697938,-0.46697938,24.8,24472,33.592891693115234,45.208778381347656,1242437289.387884,0.7093207836151123,0.0043781851418316356,1330.3599853515625,2.24556303024292,5.951487064361572,1.843341946601868,3.5728719234466557,-0.7184851765632629
1102,2.4615503e-07,52297.207,13.977184,52.702663243753626,0.0,41.55502,1242441976.4296875,1242441978.4296875,0.15340163,11304323,32.41529,1242441976.4350586,1242441978.4350586,0.15340163,12749767,74.59433,31.291078999999996,105.88541000000001,41.29605698982811,0.41948333,-0.32082778,-0.32082778,24.6,24539,80.44335174560547,36.7547607421875,1242441978.4405522,0.4974054992198944,0.9623278975486756,180.00779724121094,1.269569993019104,1.688109040260315,1.5071280002593994,2.2976279258728027,0.4525178074836731
1113,2.4615503e-07,52297.207,11.656255999999999,19.31222718971919,0.0,9.098680499999999,1242445289.993164,1242445291.993164,0.16636582,5773327,17.034557,1242445289.9873047,1242445291.9873047,0.16636582,6514869,89.59841,67.17436,156.77277,67.39818303230193,0.74972713,0.81689644,0.81689644,26.0,24359,98.50470733642578,55.1153793334961,1242445291.9867284,0.9650270938873292,0.7072746753692627,2031.3740234375,0.9171252250671388,4.831484794616699,3.5186989307403564,3.9657011032104488,0.2684412896633148
1121,1.0,0.00053699105,7.7949753,8.218704303850942,0.0,5.838826999999999,1242447066.7890625,1242447068.7890625,0.20500644,13146033,5.784047,1242447066.7807615,1242447068.7807615,0.20500644,14829986,53.618730000000006,23.291,76.90973000000001,30.248687581562905,0.43438180000000004,-0.93531764,-0.93531764,24.1,24538,65.56965637207031,27.558269500732425,1242447068.770211,0.6320201754570007,0.16106900572776794,2046.5660400390625,2.292124032974243,0.11476580053567885,0.4966238141059876,5.078295230865479,-0.9226356744766236
1127,2.4615503e-07,52297.207,10.301535000000001,12.36176636987069,0.0,8.308695,1242448066.2509766,1242448068.2509766,0.22623391,1542031,9.153079,1242448066.2539062,1242448068.2539062,0.22623391,1738557,116.51465,38.86618,155.38083,56.92354624788479,0.33357334,0.9129966999999999,0.9129966999999999,26.0,32107,98.10698699951172,26.00495910644531,1242448068.2541478,0.5852280259132385,0.522971510887146,1435.112060546875,1.9726389646530151,5.9867920875549325,6.2661871910095215,2.971676111221313,0.9259049892425536
1130,0.0013217169,9.733335,8.999616,12.861275072877648,0.0,5.961232,1242448968.2641602,1242448970.2641602,0.15340163,11304386,11.39632,1242448968.2705078,1242448970.2705078,0.15340163,12749699,74.59433,31.291078999999996,105.88541000000001,41.29605698982811,0.41948333,-0.32082778,-0.32082778,24.6,24539,76.07218933105469,67.59147644042969,1242448970.2565875,0.2115882039070129,0.4615888893604279,1150.95703125,1.6533639430999756,5.667541980743407,2.480504035949707,2.2253870964050293,-0.2304186969995499
1136,2.4615503e-07,52297.207,10.610434,15.571169396061684,0.0,10.455532,1242450767.0463867,1242450769.0463867,0.16636582,5773421,11.538768,1242450767.0478516,1242450769.0478516,0.16636582,6514896,89.59841,67.17436,156.77277,67.39818303230193,0.74972713,0.81689644,0.81689644,26.0,24359,43.56055068969727,107.07330322265624,1242450769.018002,0.3516255021095276,0.6491293907165527,1283.281982421875,2.2034060955047607,4.9740519523620605,1.1197940111160278,2.283566951751709,-1.0544470548629759
1152,2.4615503e-07,52297.207,15.099701999999999,49.112548793307965,0.0,25.192884,1242455276.5166016,1242455278.5166016,0.3349908,16755286,42.15876,1242455276.5185547,1242455278.5185547,0.3349908,18901633,114.75787,2.2698092,117.02768,10.859389002490106,0.019779116,-0.80016017,-0.80016017,20.3,141594,125.76139831542969,11.142720222473145,1242455278.4939072,0.4682374000549317,0.7154533863067627,113.01519775390624,1.7022229433059692,0.2762663960456848,5.665579795837402,0.8669250011444092,-0.15490199625492096
1153,4.9231e-07,26148.604,10.179462,12.964813399120327,0.0,8.323381,1242455790.7661133,1242455792.7661133,0.16636582,5773426,9.940207000000001,1242455790.7612305,1242455792.7612305,0.16636582,6515053,89.59841,67.17436,156.77277,67.39818303230193,0.74972713,0.81689644,0.81689644,26.0,24359,44.23698043823242,80.15911865234375,1242455792.7464595,0.4121578931808472,0.6322351098060608,695.264892578125,2.6904869079589844,1.0365040302276611,3.614716053009033,3.7869269847869873,-0.8744574189186096
1156,1.0,1.49727775e-05,7.200989999999999,7.835568781014001,0.0,5.1443915,1242456285.6030273,1242456287.6030273,0.17950933,3868636,5.910277,1242456285.5981445,1242456287.5981445,0.17950933,4365166,119.29606000000001,4.195973400000001,123.49203500000002,15.898183504488875,0.035172775,-0.7394170999999999,-0.7394170999999999,21.2,138422,117.82620239257812,32.29713821411133,1242456287.5867286,0.5121526122093201,0.9970207810401917,2618.570068359375,0.11598940193653108,2.1889410018920903,0.6598296761512756,0.3465741872787476,0.05890031158924103
1164,0.998806,0.0019126816,7.968787700000001,8.734755795608999,0.0,6.146395,1242459466.6572266,1242459468.6572266,0.18751356,11827023,6.20627,1242459466.6611328,1242459468.6611328,0.18751356,13339827,119.17798,1.6707866999999998,120.84876000000001,9.183786459588278,0.014019257,-0.99589473,-0.99589473,20.4,146817,112.79309844970705,32.503829956054695,1242459468.6484358,0.6259706020355225,0.06074076890945435,1137.4000244140625,1.6827540397644043,3.872147083282471,2.0992820262908936,1.0965089797973633,0.23493729531764984
1169,0.0006228244,20.662664000000003,9.081566,10.38733090050578,0.0,8.23622,1242461077.4282227,1242461079.4282227,0.17224078,10182084,6.3294015,1242461077.4355466,1242461079.4355466,0.17224078,11483535,131.07873999999998,55.89120500000001,186.96993999999998,73.21011192232143,0.42639413,0.8938148000000001,0.8938148000000001,25.7,24362,67.14888763427734,126.2165985107422,1242461079.4178948,0.5135207176208496,0.6508927941322327,4781.2890625,0.5408679246902466,0.008926413021981716,5.35004997253418,3.473680019378662,0.4737783968448639
1173,2.4615503e-07,52297.207,10.949214999999999,16.45689907337881,0.0,8.242346000000001,1242462981.0043945,1242462983.0043945,0.44783697,5670723,14.244060500000002,1242462981.0019534,1242462983.0019534,0.44783697,6398331,65.100204,9.370024,74.47023,19.806023455084123,0.14393233,-0.83290005,-0.83290005,22.4,97395,17.533950805664062,61.5341796875,1242462983.0211453,0.18998539447784424,0.654511570930481,1068.1650390625,2.734484910964966,4.733101844787598,4.788705825805664,5.346429824829102,0.8156784772872925
1181,0.36893594,0.027964117,8.309425,9.335161908959908,0.0,7.12372,1242465374.6289062,1242465376.6289062,0.22170046,7088925,6.0330639999999995,1242465374.6186526,1242465376.6186526,0.22170046,7997678,120.75967,24.247034,145.0067,44.42942598945753,0.20078751,0.45563406,0.45563406,24.2,425926,80.0647964477539,100.68990325927734,1242465376.6036465,0.21070769429206848,0.9275382757186891,3244.4150390625,2.8574979305267334,4.287360191345215,3.0465679168701167,6.028231143951416,-0.740661084651947
1195,1.0,4.538942e-05,7.4095273,7.580333988295256,0.0,5.1004205,1242469987.0820312,1242469989.0820312,0.40099537,13185164,5.607778,1242469987.0878904,1242469989.0878904,0.40099537,14873855,83.06045999999999,20.794179999999997,103.85464499999999,34.603219168371474,0.25034989999999996,0.7760913,0.7760913,25.4,39103,35.6031608581543,31.34111022949219,1242469989.0585284,0.7311859130859375,0.09392564743757248,2190.239990234375,0.9957610964775084,2.7029919624328613,0.9810001850128174,2.303328037261963,-0.22552789747715
1198,2.4615503e-07,52297.207,14.383104999999999,110.01708658887945,0.0,73.14121,1242471487.663086,1242471489.663086,0.22377725,13979527,82.18347,1242471487.6689453,1242471489.6689453,0.22377725,15770039,129.79343,7.167147,136.96057,22.58605068799467,0.055219647000000004,-0.26688746,-0.26688746,21.7,130503,76.44529724121094,121.98979949951172,1242471489.6605873,0.6646832823753357,0.589259922504425,300.360595703125,3.0559539794921875,1.941133975982666,2.8461110591888428,4.047578811645509,-0.023553049191832542
1199,0.0005229427,24.61045,9.101952,13.131123598639872,0.0,9.127889,1242471585.6401367,1242471587.6401367,0.15186918,8729341,9.439706,1242471585.6347654,1242471587.6347654,0.15186918,9847518,96.17069000000001,14.063579999999998,110.23427,29.527035268304548,0.1462356,-0.64161783,-0.64161783,22.9,97393,44.23809051513672,97.52722930908205,1242471587.6392698,0.5489553213119507,0.6771569848060608,625.8505249023438,1.6940419673919678,5.672732830047607,1.0031169652938845,0.5764114856719971,0.4550865888595581
1202,1.0,8.850907e-05,7.525156,7.46642792968219,0.0,5.2386669999999995,1242473166.3500974,1242473168.3500974,0.43727297,3383826,5.3201423,1242473166.3442385,1242473168.3442385,0.43727297,3816811,37.868164,29.738756,67.60692,29.171583189983288,0.78532344,0.23756088,0.23756088,25.2,27086,38.583580017089844,23.56216049194336,1242473168.3473964,0.10928720235824584,0.4707638025283814,1765.218994140625,0.90192049741745,4.413647174835205,0.5520957112312317,0.6486098170280457,0.35929399728775024
1206,0.0048135090000000005,2.6679527999999997,8.851923,12.76300426478152,0.0,6.0850215,1242474072.8232422,1242474074.8232422,0.37650922,9332491,11.219037,1242474072.8271484,1242474074.8271484,0.37650922,10526893,89.24123399999999,13.68195,102.92319,28.15305246140695,0.15331422,0.08001901,0.08001901,23.3,40274,12.990480422973633,91.03233337402344,1242474074.813784,0.2767286002635956,0.08863867074251175,701.3203125,0.7481418251991272,5.597291946411133,6.2401180267333975,3.9054241180419917,-0.5840299725532532
1207,2.4615503e-07,52297.207,15.441595000000001,25.26340438292173,0.0,19.698701999999997,1242475366.5200195,1242475368.5200195,0.23890299,846897,15.817735,1242475366.5268555,1242475368.5268555,0.23890299,956125,51.801888,50.247093,102.04898,44.4132119282822,0.9699858,0.5159015,0.5159015,25.8,32212,32.177318572998054,54.0883903503418,1242475368.5257378,0.29153838753700256,0.4935370981693268,749.272705078125,0.6246405839920044,6.053092956542969,0.08334176242351532,4.428493022918701,0.2034175992012024
1209,7.384649e-07,17432.402,9.887409,11.072441210494551,0.0,7.124407000000001,1242476370.5375974,1242476372.5375974,0.32353842,16839017,8.475953,1242476370.53125,1242476372.53125,0.32353842,18996672,138.11153000000002,24.117073,162.2286,46.936124890463155,0.17462027,0.97997904,0.97997904,26.2,46935,20.885019302368164,138.7041015625,1242476372.5240815,0.4597069919109345,0.9727627038955688,1266.5159912109375,2.0004448890686035,1.6089229583740234,4.38678503036499,5.571442127227783,-0.44489750266075134
